LeadID,Age,Gender,Location,LeadSource,TimeSpent (minutes),PagesViewed,LeadStatus,EmailSent,DeviceType,ReferralSource,FormSubmissions,Downloads,CTR_ProductPage,ResponseTime (hours),FollowUpEmails,SocialMediaEngagement,PaymentHistory,Conversion,feedback
16483,20,Female,Peshawar,Referral,56,13,Cold,5,Mobile,Google,1,0,0.6,5,8,113,Good,0,A bit underwhelming overall.
7948,49,Female,Quetta,Social Media,19,11,Hot,4,Mobile,ReferralSite,4,2,0.4,22,8,67,Good,0,"It’s nice, but not what I need."
8561,50,Male,Islamabad,Referral,12,8,Hot,10,Mobile,ReferralSite,0,0,0.2,17,0,153,No Payment,0,I don't like the product.
23807,21,Female,Karachi,Organic,19,4,Hot,2,Desktop,Facebook,5,3,0.4,11,4,175,No Payment,0,Not as reliable as I hoped.
10555,28,Female,Islamabad,Referral,12,12,Hot,4,Mobile,Google,5,2,0.5,12,0,132,Good,0,Not satisfied at all.
19666,60,Female,Sialkot,Referral,54,2,Hot,6,Tablet,Facebook,2,0,0.6,5,0,70,No Payment,0,The product quality is okay.
18358,20,Female,Multan,Email,21,13,Warm,7,Desktop,Twitter,0,0,0.7,2,6,28,No Payment,0,The product is not bad.
24188,60,Female,Karachi,Referral,21,2,Hot,10,Tablet,ReferralSite,1,3,0.4,22,0,71,No Payment,0,It did not meet my expectations.
2162,59,Female,Lahore,Email,19,4,Hot,3,Tablet,ReferralSite,2,1,0.7,14,6,175,No Payment,0,It’s functional but needs improvements.
8716,52,Male,Rawalpindi,Email,32,6,Cold,2,Desktop,Facebook,1,2,0.6,18,2,165,No Payment,0,It’s functional but needs improvements.
5806,59,Male,Rawalpindi,Social Media,56,5,Cold,10,Desktop,Twitter,4,1,0.2,17,8,104,No Payment,0,"It’s just okay, not great."
1523,45,Male,Multan,Email,49,10,Cold,6,Desktop,ReferralSite,5,0,0.2,16,6,76,No Payment,0,This product didn’t work well for me.
14486,27,Male,Faisalabad,Referral,49,6,Warm,6,Tablet,Facebook,2,1,0.2,8,2,40,Good,0,The product is not bad.
4032,33,Female,Multan,Referral,15,7,Cold,3,Mobile,Facebook,4,1,0.8,7,1,93,Good,0,"It’s decent, but not for me."
5888,29,Female,Quetta,Organic,7,11,Cold,4,Desktop,Facebook,4,2,0.7,15,9,123,No Payment,0,"It’s useful, but not for my current situation."
3392,39,Female,Islamabad,Organic,39,2,Hot,5,Desktop,Google,4,3,0.8,12,8,86,Good,0,I don't like the product.
17269,45,Male,Faisalabad,Social Media,45,4,Warm,7,Desktop,Google,5,3,0.4,11,2,191,Good,0,"It’s decent, but not for me."
13045,54,Male,Islamabad,Referral,11,7,Cold,10,Tablet,Direct,0,3,0.3,13,6,36,No Payment,0,It did not meet my expectations.
24565,35,Female,Sialkot,Referral,13,4,Cold,10,Tablet,Facebook,5,2,0.7,1,3,51,No Payment,0,Feels like it’s missing something.
10297,23,Male,Islamabad,Organic,6,6,Cold,5,Desktop,ReferralSite,0,1,0.4,3,10,111,Good,0,Disappointing experience.
6567,37,Male,Faisalabad,Social Media,31,5,Hot,4,Tablet,Direct,2,1,0.1,1,8,99,No Payment,0,"It’s useful, but not for my current situation."
16449,34,Male,Lahore,Referral,46,13,Cold,0,Mobile,Twitter,5,2,0.6,12,9,120,No Payment,0,Could have been better.
1988,56,Male,Quetta,Email,22,15,Warm,6,Mobile,Facebook,0,3,0.3,19,6,38,No Payment,0,The experience was frustrating.
2526,26,Female,Karachi,Referral,11,2,Hot,5,Desktop,Twitter,2,1,0.1,5,2,66,Good,0,"It’s okay, but not worth the price."
23834,22,Female,Islamabad,Referral,32,11,Warm,2,Tablet,Twitter,5,0,0.1,18,8,146,No Payment,0,"It’s just okay, not great."
8438,48,Male,Karachi,Referral,14,7,Cold,3,Desktop,ReferralSite,1,1,0.8,2,1,102,Good,0,"It’s passable, but I wouldn’t recommend it."
25564,45,Female,Sialkot,Social Media,11,3,Cold,6,Mobile,Google,3,3,0.4,13,10,70,Good,0,A bit underwhelming overall.
7426,38,Male,Gujranwala,Referral,36,14,Hot,1,Mobile,ReferralSite,4,2,0.8,4,3,73,Good,0,This product didn’t work well for me.
10282,37,Female,Multan,Referral,59,6,Warm,0,Desktop,Google,2,1,0.5,23,6,67,Good,0,I don't like the product.
17976,57,Female,Karachi,Referral,33,7,Cold,3,Mobile,Twitter,2,0,0.3,24,9,173,Good,0,Not as reliable as I hoped.
15732,47,Female,Islamabad,Social Media,9,7,Warm,3,Mobile,Facebook,0,3,0.3,8,2,104,Good,0,"It’s decent, but not for me."
20824,34,Male,Gujranwala,Email,42,9,Cold,2,Mobile,Twitter,5,2,0.7,11,0,179,No Payment,0,"It’s just okay, not great."
21070,43,Male,Faisalabad,Email,43,5,Warm,8,Tablet,Twitter,0,0,0.6,14,4,56,Good,0,It did not meet my expectations.
22415,29,Male,Peshawar,Social Media,51,14,Hot,3,Tablet,Direct,2,3,0.1,15,3,33,No Payment,0,"It’s passable, but I wouldn’t recommend it."
2595,25,Male,Karachi,Referral,15,11,Cold,4,Mobile,Twitter,4,1,0.6,9,5,92,No Payment,0,"I like it, but the price is too high."
16292,52,Male,Gujranwala,Email,26,13,Warm,3,Tablet,Facebook,1,0,0.3,21,3,185,Good,0,Could have been better.
24031,50,Male,Faisalabad,Social Media,5,12,Warm,1,Desktop,Facebook,0,0,0.7,14,0,140,No Payment,0,I expected more for the cost.
1586,23,Male,Karachi,Organic,28,11,Warm,1,Tablet,Twitter,3,3,0.2,15,6,141,No Payment,0,The product quality is okay.
1439,24,Male,Rawalpindi,Organic,21,3,Warm,6,Mobile,Google,2,3,0.8,2,3,99,No Payment,0,"It’s just okay, not great."
13362,46,Male,Rawalpindi,Social Media,22,14,Warm,4,Tablet,Twitter,1,2,0.7,18,4,62,No Payment,0,"It’s okay, but not worth the price."
20048,31,Female,Sialkot,Social Media,57,7,Hot,6,Tablet,ReferralSite,3,3,0.7,20,6,196,Good,0,"It’s decent, but not for me."
2563,55,Female,Peshawar,Social Media,15,12,Hot,4,Tablet,Direct,5,2,0.4,23,3,29,No Payment,0,"It’s nice, but not what I need."
2246,23,Male,Multan,Email,38,14,Hot,0,Mobile,Facebook,3,2,0.5,7,6,112,Good,0,"I like it, but the price is too high."
25476,42,Female,Quetta,Email,41,9,Cold,7,Desktop,Facebook,2,3,0.4,5,8,160,Good,0,"It’s passable, but I wouldn’t recommend it."
3404,47,Female,Rawalpindi,Referral,30,2,Hot,9,Tablet,Direct,0,1,0.3,12,4,30,No Payment,0,"It’s just okay, not great."
4252,35,Male,Faisalabad,Social Media,43,12,Warm,0,Desktop,Facebook,5,0,0.4,11,8,118,Good,0,I might look for alternatives.
11451,39,Male,Peshawar,Organic,53,3,Hot,9,Tablet,ReferralSite,1,3,0.3,1,1,86,No Payment,0,Not as reliable as I hoped.
21318,44,Male,Rawalpindi,Referral,23,15,Cold,10,Mobile,Google,2,2,0.4,2,0,87,No Payment,0,I might look for alternatives.
22113,58,Male,Gujranwala,Referral,40,10,Cold,5,Desktop,Facebook,5,3,0.1,20,4,174,No Payment,0,The experience was frustrating.
19742,41,Female,Islamabad,Social Media,9,15,Cold,3,Tablet,Twitter,1,3,0.8,20,0,146,No Payment,0,Not a fan of the design.
9046,41,Male,Rawalpindi,Referral,46,9,Warm,7,Mobile,Twitter,3,3,0.3,19,10,25,Good,0,Disappointing experience.
7252,40,Female,Faisalabad,Email,25,13,Cold,1,Desktop,ReferralSite,0,1,0.5,17,1,23,Good,0,I don't like the product.
17612,38,Female,Karachi,Social Media,19,9,Warm,6,Tablet,Facebook,5,3,0.7,22,5,103,Good,0,This product didn’t work well for me.
6519,53,Male,Islamabad,Social Media,10,3,Warm,0,Mobile,ReferralSite,1,2,0.6,19,8,150,No Payment,0,The quality is below average.
21371,55,Female,Peshawar,Social Media,48,2,Warm,1,Desktop,ReferralSite,1,0,0.3,18,0,42,Good,0,"It’s useful, but not for my current situation."
8321,49,Male,Islamabad,Email,47,15,Cold,0,Mobile,Facebook,5,2,0.8,13,8,107,Good,0,It’s functional but needs improvements.
11343,28,Male,Lahore,Email,33,4,Warm,6,Tablet,ReferralSite,0,2,0.1,9,9,171,Good,0,It’s functional but needs improvements.
24077,23,Male,Lahore,Email,41,9,Warm,10,Mobile,ReferralSite,2,1,0.4,1,5,161,No Payment,0,Didn’t quite work as expected.
4628,35,Female,Peshawar,Organic,55,10,Warm,3,Tablet,Twitter,1,0,0.3,8,8,184,Good,0,It’s functional but needs improvements.
21085,51,Male,Peshawar,Email,27,14,Warm,10,Mobile,Direct,4,0,0.4,21,8,175,Good,0,"It’s passable, but I wouldn’t recommend it."
25828,23,Male,Islamabad,Social Media,51,15,Warm,0,Tablet,Direct,5,1,0.4,11,8,37,Good,0,This product didn’t work well for me.
7122,57,Female,Rawalpindi,Referral,41,4,Warm,7,Mobile,Facebook,2,1,0.3,24,6,131,Good,0,"It’s useful, but not for my current situation."
10407,39,Male,Faisalabad,Social Media,27,9,Hot,10,Mobile,ReferralSite,0,3,0.4,9,10,184,No Payment,0,"It’s okay, but not worth the price."
15536,56,Male,Peshawar,Social Media,19,7,Hot,7,Mobile,ReferralSite,0,1,0.4,14,4,46,Good,0,The experience was frustrating.
12204,53,Male,Karachi,Referral,22,4,Cold,10,Tablet,Direct,0,2,0.6,19,2,140,No Payment,0,It’s functional but needs improvements.
9897,21,Male,Quetta,Email,18,9,Cold,0,Tablet,ReferralSite,5,1,0.2,7,3,187,No Payment,0,Disappointing experience.
2939,39,Male,Lahore,Social Media,41,3,Cold,4,Tablet,Facebook,4,2,0.5,7,5,198,No Payment,0,Not a fan of the design.
2672,42,Male,Multan,Social Media,49,14,Warm,0,Mobile,ReferralSite,1,0,0.4,15,0,153,Good,0,A bit underwhelming overall.
25659,20,Female,Faisalabad,Referral,51,5,Hot,9,Tablet,ReferralSite,0,2,0.7,23,6,108,No Payment,0,"It’s decent, but not for me."
16825,43,Male,Rawalpindi,Organic,54,9,Cold,4,Mobile,Facebook,0,2,0.4,9,10,189,No Payment,0,The product quality is okay.
20047,27,Male,Multan,Email,53,11,Warm,9,Tablet,Facebook,0,2,0.6,14,2,82,Good,0,The experience was frustrating.
15039,27,Female,Peshawar,Email,41,13,Cold,3,Tablet,Google,4,2,0.4,1,10,129,Good,0,Disappointing experience.
3147,22,Female,Multan,Email,53,12,Hot,0,Tablet,Twitter,3,3,0.1,3,9,134,No Payment,0,The experience was frustrating.
14992,49,Female,Islamabad,Email,60,4,Cold,5,Mobile,Direct,3,2,0.7,22,5,40,No Payment,0,"It’s nice, but not what I need."
3260,43,Male,Multan,Email,58,3,Cold,1,Desktop,Google,2,1,0.7,13,8,113,No Payment,0,The experience was frustrating.
19330,51,Female,Karachi,Social Media,10,11,Warm,2,Desktop,Google,1,1,0.2,13,4,168,No Payment,0,Didn’t quite work as expected.
9360,41,Female,Quetta,Referral,27,15,Hot,0,Tablet,ReferralSite,3,3,0.4,19,2,187,Good,0,"I’m satisfied, but it’s not a fit for me."
22444,44,Female,Lahore,Referral,17,8,Cold,2,Desktop,Google,3,0,0.7,4,10,142,Good,0,This product didn’t work well for me.
18115,47,Female,Gujranwala,Email,25,3,Hot,0,Tablet,Google,5,1,0.4,14,3,187,No Payment,0,Not a fan of the design.
20039,21,Female,Sialkot,Referral,45,7,Warm,3,Tablet,Google,1,1,0.5,1,4,151,Good,0,The quality is below average.
10090,58,Male,Karachi,Referral,40,6,Hot,6,Mobile,ReferralSite,5,0,0.4,23,1,27,Good,0,It’s functional but needs improvements.
19028,41,Male,Gujranwala,Social Media,30,6,Hot,2,Desktop,Twitter,0,3,0.4,9,1,99,No Payment,0,"I’m satisfied, but it’s not a fit for me."
11850,21,Female,Lahore,Email,22,15,Hot,1,Desktop,Google,2,2,0.3,13,2,174,Good,0,Not a fan of the design.
232,26,Female,Faisalabad,Social Media,14,15,Hot,5,Desktop,Google,3,3,0.3,21,6,40,Good,0,Feels like it’s missing something.
22406,54,Female,Karachi,Email,28,3,Hot,7,Tablet,Twitter,4,1,0.7,10,1,97,No Payment,0,"It’s useful, but not for my current situation."
16864,22,Male,Multan,Email,41,9,Cold,6,Desktop,ReferralSite,2,1,0.6,19,1,105,Good,0,The experience was frustrating.
399,47,Female,Peshawar,Social Media,38,3,Cold,1,Mobile,Facebook,2,3,0.2,21,10,36,No Payment,0,"I like it, but the price is too high."
19948,53,Female,Faisalabad,Social Media,28,5,Cold,1,Desktop,Google,0,3,0.4,7,5,30,No Payment,0,Not a fan of the design.
6321,35,Female,Karachi,Social Media,36,7,Warm,4,Tablet,Twitter,4,1,0.1,19,6,91,Good,0,Feels like it’s missing something.
2223,50,Male,Faisalabad,Organic,12,6,Cold,7,Mobile,Facebook,3,3,0.7,7,9,131,No Payment,0,"It’s decent, but not for me."
22021,30,Male,Multan,Social Media,46,11,Cold,7,Tablet,Twitter,4,3,0.7,19,8,171,No Payment,0,Could have been better.
17182,58,Female,Sialkot,Referral,22,7,Warm,3,Tablet,ReferralSite,4,0,0.6,15,9,177,No Payment,0,I might look for alternatives.
19467,34,Male,Rawalpindi,Referral,21,13,Warm,8,Tablet,Facebook,4,2,0.5,11,10,90,Good,0,"It’s okay, but not worth the price."
21097,21,Female,Faisalabad,Social Media,30,2,Cold,6,Desktop,ReferralSite,0,3,0.3,22,0,159,Good,0,It’s functional but needs improvements.
21015,56,Male,Gujranwala,Social Media,30,8,Warm,0,Tablet,Google,0,0,0.3,23,5,125,Good,0,Feels like it’s missing something.
15068,42,Female,Rawalpindi,Organic,9,6,Cold,5,Tablet,Facebook,1,0,0.4,20,8,46,Good,0,It’s functional but needs improvements.
2232,56,Male,Multan,Referral,23,5,Hot,5,Tablet,Facebook,1,2,0.4,18,0,185,No Payment,0,I don't like the product.
12088,39,Female,Sialkot,Email,34,11,Cold,3,Tablet,Facebook,2,3,0.3,19,1,113,No Payment,0,Not a fan of the design.
21131,39,Female,Peshawar,Email,30,6,Cold,8,Mobile,Twitter,5,1,0.2,24,4,43,Good,0,I might look for alternatives.
14985,25,Female,Faisalabad,Email,34,14,Warm,6,Mobile,Google,1,3,0.2,23,2,153,Good,0,"It’s decent, but not for me."
3264,30,Male,Quetta,Organic,49,3,Cold,9,Tablet,Twitter,3,2,0.6,19,2,67,No Payment,0,"It’s okay, but not worth the price."
6664,41,Female,Lahore,Social Media,55,14,Cold,5,Tablet,Google,3,1,0.6,14,10,43,No Payment,0,"I like it, but the price is too high."
10950,59,Male,Islamabad,Organic,51,7,Cold,4,Tablet,Twitter,4,3,0.4,10,9,83,No Payment,0,I quite like the product.
6108,59,Female,Karachi,Email,48,5,Cold,2,Desktop,ReferralSite,0,1,0.4,13,1,87,No Payment,0,A bit underwhelming overall.
16897,24,Male,Faisalabad,Email,60,14,Hot,4,Desktop,Facebook,5,3,0.6,16,8,140,Good,0,The quality is below average.
1502,54,Female,Karachi,Social Media,38,5,Hot,8,Mobile,Twitter,1,1,0.5,21,5,41,No Payment,0,Feels like it’s missing something.
24691,27,Female,Peshawar,Social Media,35,2,Warm,3,Mobile,Twitter,1,2,0.2,23,1,86,No Payment,0,"I’m satisfied, but it’s not a fit for me."
13384,50,Female,Lahore,Referral,33,9,Warm,5,Desktop,Direct,3,1,0.7,13,7,99,Good,0,I don't like the product.
12323,54,Female,Karachi,Organic,34,13,Hot,5,Desktop,Google,4,2,0.8,14,7,60,No Payment,0,It did not meet my expectations.
6535,26,Female,Quetta,Social Media,5,12,Cold,2,Desktop,Twitter,5,1,0.4,9,10,39,No Payment,0,I quite like the product.
14822,48,Female,Rawalpindi,Referral,47,14,Hot,7,Tablet,Direct,4,1,0.7,2,6,82,Good,0,"It’s just okay, not great."
12114,23,Male,Quetta,Email,30,3,Cold,5,Mobile,Direct,0,1,0.6,17,1,191,Good,0,I expected more for the cost.
16973,22,Female,Quetta,Organic,51,12,Warm,10,Tablet,Google,2,3,0.7,11,10,196,Good,0,The product is not bad.
5036,58,Female,Quetta,Referral,16,14,Warm,6,Tablet,Google,3,3,0.7,3,5,105,No Payment,0,"I’m satisfied, but it’s not a fit for me."
12834,59,Male,Sialkot,Referral,31,3,Warm,1,Desktop,Facebook,2,2,0.6,16,0,103,No Payment,0,It did not meet my expectations.
15192,52,Female,Karachi,Email,43,6,Warm,9,Desktop,ReferralSite,1,1,0.1,6,2,163,No Payment,0,A bit underwhelming overall.
17059,36,Male,Quetta,Social Media,33,8,Hot,2,Mobile,ReferralSite,1,0,0.1,12,0,121,Good,0,I expected more for the cost.
18530,34,Male,Sialkot,Social Media,12,4,Cold,1,Tablet,Direct,4,1,0.5,9,2,89,Good,0,"It’s just okay, not great."
11479,28,Female,Peshawar,Referral,39,15,Cold,2,Tablet,Twitter,2,1,0.6,4,2,150,Good,0,I quite like the product.
21151,43,Male,Gujranwala,Social Media,13,3,Warm,4,Desktop,ReferralSite,5,3,0.1,17,4,64,Good,0,Not as reliable as I hoped.
24805,57,Male,Sialkot,Email,11,9,Hot,4,Desktop,Facebook,2,0,0.2,10,0,75,No Payment,0,The product quality is okay.
14573,34,Female,Rawalpindi,Email,60,8,Warm,1,Tablet,Facebook,0,2,0.5,12,8,108,Good,0,The product is not bad.
13376,38,Male,Karachi,Email,54,13,Warm,3,Tablet,Facebook,2,3,0.8,22,2,43,Good,0,Could have been better.
1257,37,Male,Islamabad,Organic,30,6,Cold,8,Desktop,Twitter,2,0,0.4,20,2,133,No Payment,0,"It’s passable, but I wouldn’t recommend it."
1683,52,Male,Multan,Organic,50,14,Hot,8,Desktop,ReferralSite,1,1,0.5,13,2,166,No Payment,0,"It’s decent, but not for me."
19636,43,Male,Faisalabad,Organic,8,11,Warm,9,Mobile,Facebook,1,1,0.8,23,4,143,Good,0,"It’s useful, but not for my current situation."
13941,52,Male,Sialkot,Social Media,47,10,Cold,4,Tablet,Facebook,0,2,0.1,5,3,187,No Payment,0,"I like it, but the price is too high."
25688,32,Female,Lahore,Email,9,11,Hot,8,Tablet,Google,2,0,0.1,12,3,163,No Payment,0,"Not terrible, but I’ve seen better."
11380,28,Female,Gujranwala,Organic,16,7,Hot,5,Desktop,Direct,3,0,0.6,2,8,45,No Payment,0,The product is not bad.
6333,22,Male,Lahore,Email,40,6,Cold,10,Desktop,ReferralSite,1,0,0.7,13,7,167,No Payment,0,"It’s useful, but not for my current situation."
20828,45,Female,Gujranwala,Referral,29,11,Cold,2,Mobile,Twitter,3,2,0.2,6,8,57,Good,0,Disappointing experience.
11114,60,Female,Multan,Referral,24,10,Warm,10,Desktop,Direct,1,0,0.7,19,1,83,No Payment,0,Not a fan of the design.
16196,47,Male,Sialkot,Organic,25,8,Cold,9,Tablet,ReferralSite,2,1,0.4,16,5,177,No Payment,0,"It’s decent, but not for me."
7438,24,Female,Multan,Social Media,19,14,Warm,10,Desktop,Google,1,1,0.1,23,2,175,Good,0,"A good product, but I’m not ready to buy."
10485,56,Female,Quetta,Referral,35,11,Warm,0,Mobile,Twitter,5,0,0.2,18,6,99,No Payment,0,The product is not bad.
5803,46,Female,Islamabad,Referral,60,12,Cold,7,Desktop,Direct,5,2,0.3,14,7,83,No Payment,0,This product didn’t work well for me.
2236,48,Male,Multan,Social Media,56,13,Warm,6,Desktop,Twitter,2,2,0.7,24,4,108,No Payment,0,The quality is below average.
3219,57,Male,Multan,Social Media,12,6,Cold,2,Mobile,Google,0,0,0.2,14,1,166,No Payment,0,Not satisfied at all.
12626,42,Male,Lahore,Referral,11,6,Hot,2,Mobile,Direct,5,1,0.7,6,8,176,Good,0,Not as reliable as I hoped.
6716,59,Male,Sialkot,Organic,24,15,Hot,1,Mobile,Direct,1,0,0.5,14,9,64,Good,0,"A good product, but I’m not ready to buy."
13062,46,Female,Islamabad,Email,41,10,Cold,1,Mobile,Facebook,5,3,0.7,18,0,57,No Payment,0,"A good product, but I’m not ready to buy."
25011,54,Female,Peshawar,Email,52,9,Hot,2,Tablet,Direct,2,0,0.3,12,6,123,Good,0,"I like it, but the price is too high."
1784,23,Female,Peshawar,Organic,13,11,Warm,3,Desktop,Facebook,2,0,0.7,19,10,147,Good,0,I don't like the product.
22136,51,Male,Gujranwala,Referral,7,6,Warm,5,Mobile,Google,4,1,0.5,16,10,185,No Payment,0,I quite like the product.
343,35,Male,Faisalabad,Social Media,11,4,Warm,7,Tablet,ReferralSite,4,2,0.2,24,6,170,Good,0,It did not meet my expectations.
2463,55,Male,Lahore,Social Media,60,15,Hot,4,Desktop,Direct,0,2,0.2,21,6,177,Good,0,Not as reliable as I hoped.
1748,45,Female,Rawalpindi,Email,39,2,Cold,10,Tablet,Twitter,3,1,0.5,10,7,121,Good,0,I might look for alternatives.
11123,59,Male,Islamabad,Referral,29,2,Hot,6,Tablet,ReferralSite,2,0,0.4,1,1,61,No Payment,0,It’s functional but needs improvements.
4848,36,Male,Gujranwala,Social Media,36,9,Cold,0,Desktop,Twitter,2,2,0.2,12,3,196,Good,0,"It’s decent, but not for me."
19939,33,Female,Gujranwala,Social Media,31,11,Warm,2,Tablet,Google,4,2,0.1,7,7,124,No Payment,0,Not as reliable as I hoped.
16830,51,Female,Sialkot,Organic,36,13,Hot,4,Tablet,Direct,2,1,0.4,7,7,134,Good,0,Not satisfied at all.
12697,30,Female,Peshawar,Email,52,8,Warm,6,Tablet,Google,2,0,0.5,14,0,195,Good,0,Could have been better.
6617,43,Male,Islamabad,Social Media,54,4,Cold,1,Tablet,Google,5,3,0.5,18,5,96,No Payment,0,The product quality is okay.
13936,47,Female,Gujranwala,Organic,25,4,Warm,4,Desktop,Facebook,0,1,0.5,1,6,128,Good,0,"I like it, but the price is too high."
18446,37,Male,Quetta,Referral,22,13,Hot,0,Mobile,Twitter,5,3,0.1,19,3,55,Good,0,"A good product, but I’m not ready to buy."
5169,30,Male,Quetta,Organic,15,9,Hot,0,Tablet,ReferralSite,4,2,0.8,19,9,172,Good,0,This product didn’t work well for me.
1469,46,Female,Islamabad,Organic,37,12,Hot,1,Tablet,Direct,2,1,0.2,18,3,65,No Payment,0,The product quality is okay.
17062,45,Male,Gujranwala,Organic,13,12,Hot,9,Mobile,Direct,4,3,0.5,21,9,145,No Payment,0,I expected more for the cost.
25107,37,Female,Faisalabad,Email,41,5,Hot,7,Mobile,ReferralSite,3,0,0.4,19,8,145,No Payment,0,"A good product, but I’m not ready to buy."
15416,39,Male,Faisalabad,Referral,32,12,Warm,3,Tablet,Direct,5,3,0.3,10,1,97,No Payment,0,The quality is below average.
12509,37,Female,Peshawar,Organic,6,8,Cold,7,Desktop,Google,1,2,0.3,9,9,156,Good,0,"It’s useful, but not for my current situation."
25228,55,Female,Quetta,Referral,47,9,Hot,1,Tablet,Facebook,0,3,0.3,7,3,31,No Payment,0,The product quality is okay.
13802,50,Female,Lahore,Email,19,13,Hot,0,Tablet,Facebook,1,1,0.5,7,9,195,No Payment,0,The product quality is okay.
6234,49,Female,Lahore,Social Media,52,10,Cold,5,Mobile,Facebook,0,3,0.2,6,10,178,No Payment,0,I might look for alternatives.
1098,21,Male,Karachi,Referral,29,13,Warm,10,Mobile,Google,3,1,0.2,6,2,64,No Payment,0,A bit underwhelming overall.
16945,50,Female,Peshawar,Social Media,32,6,Warm,1,Mobile,Google,0,0,0.5,14,3,81,Good,0,Didn’t quite work as expected.
21653,23,Male,Lahore,Referral,21,7,Warm,7,Desktop,Google,2,1,0.5,1,3,145,Good,0,A bit underwhelming overall.
19270,39,Male,Quetta,Email,57,10,Hot,8,Mobile,ReferralSite,4,2,0.6,17,9,90,No Payment,0,Disappointing experience.
20417,58,Female,Lahore,Email,25,2,Warm,2,Desktop,Facebook,2,3,0.4,4,10,21,Good,0,"A good product, but I’m not ready to buy."
5361,37,Female,Lahore,Email,32,5,Warm,9,Desktop,Facebook,5,1,0.1,14,3,20,No Payment,0,Not satisfied at all.
2557,23,Male,Karachi,Organic,53,9,Warm,6,Desktop,Google,2,2,0.7,7,7,73,No Payment,0,I don't like the product.
7843,25,Male,Lahore,Email,59,3,Hot,7,Desktop,Direct,5,0,0.7,7,5,29,Good,0,Not a fan of the design.
17123,28,Female,Sialkot,Organic,59,9,Cold,6,Tablet,Google,2,2,0.3,19,4,78,Good,0,A bit underwhelming overall.
23465,30,Male,Multan,Organic,16,9,Cold,8,Tablet,Direct,1,1,0.5,10,8,200,Good,0,Feels like it’s missing something.
11936,21,Female,Gujranwala,Social Media,28,10,Hot,5,Desktop,ReferralSite,2,0,0.4,10,9,167,No Payment,0,"Not terrible, but I’ve seen better."
11918,54,Male,Rawalpindi,Social Media,17,14,Warm,0,Tablet,ReferralSite,4,0,0.1,14,10,77,Good,0,The experience was frustrating.
8784,55,Female,Karachi,Organic,11,12,Cold,4,Mobile,ReferralSite,4,1,0.5,3,7,137,Good,0,The experience was frustrating.
2919,37,Male,Lahore,Referral,9,15,Warm,7,Tablet,ReferralSite,4,3,0.4,7,0,177,Good,0,"I’m satisfied, but it’s not a fit for me."
16067,24,Female,Lahore,Email,8,12,Warm,0,Desktop,Facebook,0,1,0.5,3,1,178,No Payment,0,"It’s useful, but not for my current situation."
8988,27,Male,Islamabad,Email,18,10,Hot,6,Desktop,Facebook,0,1,0.2,15,3,118,No Payment,0,The experience was frustrating.
18532,37,Male,Sialkot,Referral,20,7,Cold,3,Mobile,ReferralSite,2,3,0.5,18,10,199,No Payment,0,The product has potential.
24594,33,Female,Peshawar,Referral,50,7,Cold,4,Mobile,ReferralSite,4,3,0.5,3,2,155,Good,0,Not satisfied at all.
13649,49,Male,Islamabad,Social Media,58,12,Warm,6,Tablet,Google,2,2,0.6,15,10,70,No Payment,0,"Not terrible, but I’ve seen better."
19101,35,Female,Faisalabad,Referral,44,2,Hot,6,Mobile,Google,5,1,0.6,3,10,77,No Payment,0,The product quality is okay.
17965,37,Female,Quetta,Social Media,55,5,Warm,4,Desktop,Google,2,3,0.2,9,10,42,Good,0,A bit underwhelming overall.
24275,35,Male,Karachi,Organic,21,15,Hot,5,Tablet,ReferralSite,2,2,0.6,12,0,48,No Payment,0,The product has potential.
25298,51,Female,Faisalabad,Social Media,27,2,Warm,7,Tablet,Direct,0,1,0.5,24,7,172,No Payment,0,I might look for alternatives.
10547,26,Female,Gujranwala,Email,33,7,Cold,10,Mobile,Direct,0,0,0.5,11,1,38,Good,0,"It’s okay, but not worth the price."
8366,23,Male,Peshawar,Organic,31,14,Cold,6,Desktop,Facebook,1,0,0.4,15,9,78,Good,0,A bit underwhelming overall.
1067,46,Female,Lahore,Email,36,13,Warm,1,Desktop,Facebook,2,2,0.2,23,5,172,No Payment,0,The quality is below average.
18382,42,Male,Faisalabad,Email,56,7,Hot,6,Mobile,ReferralSite,0,1,0.8,5,8,188,No Payment,0,"It’s useful, but not for my current situation."
10973,42,Female,Multan,Referral,5,2,Warm,5,Mobile,Direct,0,2,0.7,17,4,83,No Payment,0,"It’s okay, but not worth the price."
20941,21,Male,Peshawar,Social Media,16,3,Warm,1,Tablet,ReferralSite,1,3,0.7,10,1,142,Good,0,I quite like the product.
12234,37,Female,Lahore,Social Media,26,2,Warm,1,Desktop,Twitter,5,2,0.6,15,8,140,Good,0,"A good product, but I’m not ready to buy."
8964,47,Female,Gujranwala,Referral,23,2,Hot,6,Desktop,Google,0,3,0.2,3,2,45,Good,0,It did not meet my expectations.
11025,24,Male,Peshawar,Organic,24,13,Hot,6,Desktop,Twitter,0,0,0.6,23,8,82,No Payment,0,I might look for alternatives.
14081,35,Male,Faisalabad,Social Media,44,8,Warm,8,Desktop,Direct,5,2,0.4,23,3,39,No Payment,0,The quality is below average.
742,40,Male,Rawalpindi,Referral,15,4,Warm,0,Desktop,Direct,5,1,0.6,15,9,182,Good,0,"It’s useful, but not for my current situation."
